Gene	sgRNA	A375_CP0082_repA|beta	A375_CP0082_repA|z	A375_CP0082_repA|p-value	A375_CP0082_repA|fdr	A375_CP0082_repA|wald-p-value	A375_CP0082_repA|wald-fdr	A375_CP0082_repB|beta	A375_CP0082_repB|z	A375_CP0082_repB|p-value	A375_CP0082_repB|fdr	A375_CP0082_repB|wald-p-value	A375_CP0082_repB|wald-fdr
SUMO1P3	1	-1.3655	-1.3331	0.12298	0.60341	0.1825	0.53481	-1.2814	-1.2509	0.15016	0.65077	0.21096	0.54321
SUMO1P4	1	-1.3655	-1.3331	0.12298	0.60341	0.1825	0.53481	-1.2814	-1.2509	0.15016	0.65077	0.21096	0.54321
ACTR1A	3	-2.1091	-3.3205	0.02785	0.28204	0.00089842	0.013669	-2.5129	-3.9496	0.013323	0.19378	7.8277e-05	0.0018655
HSFX4	3	-0.038868	-0.19927	0.73532	0.98491	0.84205	0.90936	0.1472	0.75472	0.42612	0.91687	0.45042	0.65394
HSFX3	3	-0.038868	-0.19927	0.73532	0.98491	0.84205	0.90936	0.1472	0.75472	0.42612	0.91687	0.45042	0.65394
ASAH1	3	0.006838	0.035958	0.65484	0.97552	0.97132	0.98591	-0.0048598	-0.025556	0.68113	0.97595	0.97961	0.9902
UBE3D	3	-2.4068	-3.8758	0.015195	0.20071	0.00010627	0.002345	-2.6963	-4.3337	0.0085554	0.14942	1.4664e-05	0.00048182
INPPL1	3	-0.42166	-1.6395	0.72012	0.98138	0.10111	0.44169	0.005378	0.020918	0.66358	0.97444	0.98331	0.99159
SP1	3	-0.020529	-0.050079	0.70212	0.97862	0.96006	0.97953	-0.53119	-1.2951	0.61621	0.97197	0.19529	0.53965
MALSU1	3	-0.52478	-1.5836	0.61732	0.97074	0.11329	0.46496	-0.50556	-1.5257	0.63907	0.97289	0.12707	0.4869
HNRNPD	3	-1.0617	-2.1769	0.24058	0.77536	0.029489	0.21321	-1.0096	-2.0705	0.27034	0.80512	0.038402	0.25207
PTHLH	3	-0.055312	-0.14149	0.7621	0.98553	0.88748	0.93753	0.4579	1.1716	0.074325	0.46618	0.24137	0.54851
TTTY14	1	0.63768	0.59769	0.014927	0.19941	0.55005	0.72163	0.47621	0.44635	0.064566	0.43962	0.65535	0.79332
MED21	3	-1.7403	-3.1585	0.055966	0.4074	0.0015856	0.021952	-1.6148	-2.9319	0.072409	0.45969	0.0033689	0.040867
RPL17	3	-4.1907	-5.5162	0.0010249	0.080882	3.4644e-08	3.4709e-06	-4.5152	-5.9369	0.00093575	0.091362	2.9051e-09	4.6238e-07
TIMM9	3	-3.0495	-4.614	0.0039658	0.098146	3.9507e-06	0.00016209	-3.6504	-5.5146	0.0019606	0.091362	3.4955e-08	3.5235e-06
ROS1	3	0.39284	1.2398	0.11688	0.58904	0.21506	0.54793	0.18311	0.57786	0.36962	0.88473	0.56336	0.73147
TINF2	3	-1.9995	-3.0838	0.034222	0.31633	0.0020438	0.026992	-2.6481	-4.0396	0.0098922	0.16542	5.3531e-05	0.0013793
DHFR2	3	-1.7706	-2.479	0.052491	0.39517	0.013176	0.12118	-2.3335	-3.2524	0.018715	0.23295	0.0011445	0.016711
SOD1	3	-3.9272	-5.7522	0.0012477	0.080882	8.8063e-09	1.1041e-06	-3.9013	-5.7146	0.0016933	0.091362	1.0994e-08	1.4019e-06
RSC1A1	3	-0.42988	-1.9138	0.71264	0.981	0.055651	0.3161	-0.28302	-1.26	0.89056	0.99542	0.20768	0.54214
PPEF1	3	-0.053349	-0.25588	0.75893	0.98491	0.79804	0.88112	0.0083599	0.040098	0.65863	0.97365	0.96801	0.98402
CCDC80	3	-0.27506	-1.1201	0.90192	0.99499	0.26266	0.55883	-0.50035	-2.0375	0.6441	0.97289	0.041596	0.2655
TAF1D	3	-1.5334	-2.4801	0.085821	0.51018	0.013135	0.12101	-1.6413	-2.6534	0.068577	0.45212	0.0079675	0.080544
ORC5	3	-1.8142	-3.1338	0.047723	0.3761	0.0017258	0.023516	-1.833	-3.1665	0.048079	0.38448	0.001543	0.021575
ARHGEF34P	2	-1.4589	-1.7351	0.10026	0.54598	0.082722	0.39786	-1.6762	-1.9914	0.06421	0.43866	0.046442	0.28578
OR5F1	3	-0.19546	-1.074	0.98717	0.9986	0.28283	0.56673	-0.28156	-1.5471	0.89208	0.99542	0.12185	0.47959
GABRA3	3	0.35493	1.3693	0.1527	0.66389	0.1709	0.52865	0.1583	0.61071	0.40923	0.9122	0.54139	0.71616
GABRA2	3	0.074492	0.32839	0.53952	0.95102	0.74262	0.84715	0.14111	0.62208	0.43637	0.92026	0.53389	0.71166
GABRA6	3	0.67548	1.2451	0.01065	0.16962	0.2131	0.54642	0.49047	0.90405	0.056501	0.41251	0.36597	0.601
SRD5A2	3	0.15304	1.4441	0.41052	0.90311	0.14871	0.51269	0.039258	0.37044	0.6061	0.96937	0.71105	0.829
DNAJC18	3	0.23937	1.037	0.28295	0.81714	0.29973	0.5732	0.31187	1.3511	0.19357	0.71897	0.17665	0.53151
RABGGTB	3	-3.5153	-4.4912	0.0019161	0.083658	7.0821e-06	0.00025843	-3.542	-4.5254	0.0022725	0.091362	6.0292e-06	0.00023491
CAPRIN2	3	0.15216	0.7516	0.41208	0.90445	0.45229	0.65769	0.19396	0.95803	0.35193	0.87146	0.33805	0.58443
BAG5	3	0.08343	0.25228	0.52571	0.94734	0.80082	0.88317	0.47495	1.4362	0.065235	0.44131	0.15094	0.51377
TMEM230	3	-0.092104	-0.44336	0.82346	0.99065	0.6575	0.79203	-0.091195	-0.43899	0.82559	0.9898	0.66067	0.79658
C6orf132	3	0.24334	1.1644	0.27836	0.81518	0.24427	0.55363	0.015491	0.074122	0.64651	0.97289	0.94091	0.96808
TWF1P1	1	-0.35496	-0.81723	0.79574	0.98969	0.4138	0.63352	-0.38917	-0.89599	0.75991	0.98718	0.37026	0.60337
TWF1P2	1	-0.35496	-0.81723	0.79574	0.98969	0.4138	0.63352	-0.38917	-0.89599	0.75991	0.98718	0.37026	0.60337
GNB4	3	0.30666	1.0709	0.2002	0.72813	0.28423	0.5672	0.20936	0.73107	0.32822	0.85304	0.46474	0.66456
NXPH3	3	-0.088395	-0.4181	0.81757	0.99031	0.67588	0.8033	-0.24516	-1.1596	0.94136	0.99684	0.24623	0.54978
TCEAL6	5	-0.11957	-0.44336	0.87007	0.99296	0.6575	0.79203	-0.17292	-0.64115	0.95415	0.99776	0.52142	0.70289
TOPORS	3	-0.7088	-1.8263	0.46502	0.92862	0.067811	0.35302	-0.66723	-1.7192	0.49942	0.94724	0.08557	0.40704
OR51G2	3	0.31599	1.1956	0.18933	0.71628	0.23186	0.55159	0.35669	1.3496	0.15012	0.65077	0.17715	0.53178
ZC3H12B	3	0.0042901	0.036537	0.65975	0.97563	0.97085	0.98579	-0.00094133	-0.0080169	0.67445	0.9745	0.9936	0.9972
COA8	3	0.35322	1.2584	0.15453	0.66692	0.20823	0.54493	0.34588	1.2323	0.16037	0.66908	0.21783	0.5448
RTTN	3	-4.0636	-5.1159	0.0012031	0.080882	3.1229e-07	2.0314e-05	-3.574	-4.531	0.0021388	0.091362	5.8701e-06	0.00023129
FGA	3	0.69467	1.4051	0.0081989	0.14465	0.15998	0.52144	0.21679	0.43846	0.31762	0.84475	0.66105	0.79665
C2	4	0.001024	0.0066684	0.66474	0.97594	0.99468	0.99743	0.036601	0.23835	0.61149	0.97106	0.81161	0.89013
TMEM135	3	-0.14408	-0.91	0.90879	0.99566	0.36282	0.60318	0.0012382	0.0078207	0.67066	0.97444	0.99376	0.99723
FNTA	3	-4.5999	-6.475	0.0009803	0.080882	9.4825e-11	3.3378e-08	-2.6123	-3.7822	0.011006	0.17527	0.00015542	0.0032059
TOMM20L	3	0.16861	1.3259	0.38544	0.88875	0.18489	0.53592	0.1848	1.4532	0.36646	0.88335	0.14618	0.51078
TLR3	3	0.091417	0.68671	0.51167	0.94308	0.49227	0.68458	0.041733	0.31349	0.602	0.96895	0.75391	0.85501
ETS2	3	0.26289	1.009	0.25203	0.78681	0.31295	0.57888	0.33892	1.3009	0.16754	0.68258	0.19329	0.53874
PDK4	3	0.090414	0.45383	0.51355	0.94379	0.64995	0.78759	0.15051	0.75547	0.42095	0.91488	0.44997	0.65369
CNTNAP1	3	-0.0012538	-0.0043527	0.66901	0.97597	0.99653	0.99831	0.35252	1.2241	0.15342	0.65456	0.22092	0.54493
PRSS2	3	-0.36555	-0.75046	0.78317	0.98782	0.45298	0.65818	-0.59144	-1.2133	0.56171	0.95922	0.22501	0.54579
PIP	3	0.25554	1.0862	0.26174	0.79788	0.2774	0.56353	0.1781	0.75704	0.37751	0.8914	0.44903	0.65308
GSTA3	3	0.13335	0.64647	0.44283	0.92095	0.51798	0.70006	0.16178	0.78432	0.40304	0.90749	0.43285	0.64382
ITFG2	3	-0.74083	-1.8109	0.44136	0.91975	0.070149	0.36104	-0.7683	-1.8781	0.42309	0.91492	0.060364	0.33449
KIAA0408	3	-0.077712	-0.33971	0.80109	0.99031	0.73407	0.84135	-0.072522	-0.31703	0.79538	0.98858	0.75122	0.85376
KIF27	5	-0.20428	-1.2287	0.99947	0.99964	0.2192	0.55015	-0.19296	-1.1606	0.98516	0.99901	0.24581	0.54929
PIKFYVE	3	-0.84699	-2.0685	0.36846	0.88272	0.038594	0.25237	-0.7712	-1.8835	0.42113	0.91488	0.059633	0.33225
DNAJC12	3	-0.019036	-0.075208	0.70074	0.97862	0.94005	0.96796	-0.13743	-0.54293	0.89974	0.99542	0.58718	0.74855
KITLG	3	-0.034217	-0.16231	0.72716	0.98323	0.87106	0.92763	-0.26892	-1.2756	0.90892	0.99668	0.20211	0.5412
CFAP97D1	3	-0.48388	-1.8721	0.65698	0.97552	0.061187	0.33288	-0.46373	-1.7942	0.67913	0.97549	0.072784	0.37232
ENSG00000256500	3	0.222	0.7846	0.30648	0.83491	0.43269	0.64589	0.10381	0.36687	0.49715	0.94703	0.71371	0.83059
KLC1	4	0.18834	0.89932	0.35714	0.87596	0.36848	0.60534	0.11799	0.56339	0.4742	0.93654	0.57317	0.73892
TM6SF2	3	-0.0034887	-0.028027	0.67271	0.97597	0.97764	0.98918	-0.26807	-2.1536	0.90986	0.99668	0.031275	0.21965
CACNG5	3	0.038371	0.22735	0.60231	0.9673	0.82015	0.89605	0.10404	0.61643	0.49666	0.94703	0.53761	0.71355
NBPF12	5	-0.69928	-2.0211	0.47313	0.92985	0.043274	0.27082	-0.40434	-1.169	0.74423	0.98718	0.24239	0.54863
NBPF11	3	-0.20991	-1.0252	0.99234	0.99915	0.30528	0.57608	-0.2154	-1.052	0.98249	0.99842	0.29279	0.56449
CPLX3	3	-0.47187	-2.545	0.66995	0.97597	0.010927	0.10542	0.062389	0.33651	0.5651	0.95922	0.73649	0.84505
JCHAIN	3	-0.22768	-0.88351	0.96747	0.99716	0.37696	0.61107	-0.20323	-0.78863	0.99991	0.99996	0.43033	0.6425
IDI1	3	-1.5009	-2.1366	0.09206	0.52317	0.032629	0.22748	-2.0415	-2.8933	0.032662	0.31352	0.003812	0.045168
TSPAN9	3	-0.85932	-1.2804	0.35964	0.87738	0.20041	0.54113	-0.91108	-1.3574	0.32805	0.85304	0.17465	0.53098
SSH2	3	0.0012847	0.006035	0.66429	0.97594	0.99518	0.99767	-0.087627	-0.41164	0.82052	0.98916	0.68061	0.809
SPATA31C1	3	-0.2358	-0.83937	0.95544	0.99681	0.40126	0.62544	-0.13515	-0.48114	0.89609	0.99542	0.63042	0.77782
MED18	3	-2.2741	-3.7211	0.020007	0.23325	0.00019833	0.0038941	-2.2445	-3.6746	0.022324	0.26067	0.00023825	0.0046457
ATP11A	3	0.10599	0.86866	0.48895	0.93651	0.38503	0.61558	-0.1167	-0.95643	0.86846	0.99406	0.33885	0.585
PPIAL4A	1	-0.3441	-1.0288	0.8096	0.99031	0.30359	0.57532	-0.18978	-0.5674	0.97981	0.99823	0.57044	0.7366
ZNF320	3	-0.016477	-0.083314	0.69593	0.97862	0.9336	0.96456	0.09604	0.48563	0.50936	0.94857	0.62723	0.77594
EIF2S3	3	-3.7661	-5.2981	0.0014259	0.080882	1.1704e-07	9.2163e-06	-4.1152	-5.7848	0.0012477	0.091362	7.2582e-09	9.9931e-07
SLC24A1	3	0.098126	0.37848	0.50098	0.93848	0.70507	0.82265	0.067896	0.26189	0.55632	0.95777	0.79341	0.87864
UBOX5	3	0.056371	0.37898	0.57023	0.95825	0.7047	0.82265	0.12676	0.85226	0.45972	0.92895	0.39407	0.61833
ARF3	4	-0.74619	-2.4621	0.43717	0.91821	0.013813	0.12584	-0.67025	-2.2116	0.49666	0.94703	0.026994	0.19875
ZNF805	3	-0.016789	-0.085545	0.69655	0.97862	0.93183	0.96382	0.021616	0.11014	0.63693	0.97289	0.9123	0.95152
SYNDIG1L	3	0.57156	1.3467	0.02785	0.28204	0.17808	0.53146	0.39035	0.91973	0.11848	0.58158	0.35772	0.5954
TMCO1	3	-0.63928	-1.8189	0.51921	0.94524	0.068927	0.35625	-0.5874	-1.6715	0.56528	0.95922	0.094629	0.42842
KRT18	3	-0.98051	-1.766	0.285	0.81874	0.077399	0.38331	-1.5727	-2.8312	0.078647	0.47858	0.0046367	0.052868
RER1	3	-0.87579	-2.243	0.34903	0.86937	0.024896	0.19145	-0.94487	-2.4199	0.30701	0.8397	0.015526	0.13304
PMP2	3	-0.15608	-0.44734	0.92759	0.99604	0.65463	0.79029	-0.57435	-1.6447	0.57646	0.9605	0.10003	0.44131
TUSC2	4	-0.32975	-1.5459	0.82698	0.99065	0.12214	0.47832	-0.18502	-0.86748	0.97246	0.99823	0.38568	0.61287
TIMELESS	3	-4.3727	-6.5951	0.0010249	0.080882	4.25e-11	1.7662e-08	-3.6461	-5.536	0.0019606	0.091362	3.0938e-08	3.2445e-06
AP1S1	3	-0.82431	-2.3261	0.38334	0.88875	0.020011	0.16438	-0.43904	-1.2392	0.70542	0.98052	0.21526	0.54408
WDR44	3	-0.80137	-2.2143	0.39916	0.89595	0.026806	0.20026	-0.74402	-2.0559	0.44051	0.92144	0.039796	0.25805
OR2AP1	3	0.16327	0.92883	0.39435	0.8943	0.35298	0.59767	-0.068639	-0.39048	0.78879	0.98817	0.69618	0.81894
KCNA2	3	-0.2717	-0.90357	0.90634	0.99555	0.36622	0.60446	-0.64264	-2.1365	0.51747	0.95081	0.032637	0.22571
ZNF735	3	-1.9287	-2.92	0.038588	0.33462	0.0035009	0.042514	-1.9996	-3.026	0.035113	0.32656	0.0024785	0.031852
OR2B11	3	-0.68108	-1.5003	0.48735	0.93651	0.13354	0.49381	-0.36387	-0.80185	0.78852	0.98817	0.42264	0.63725
AHNAK2	3	-0.11525	-0.33356	0.86307	0.99296	0.73871	0.84427	0.022871	0.066207	0.63448	0.97281	0.94721	0.97092
CCDC187	3	0.46168	1.3603	0.069646	0.46025	0.17373	0.5297	0.3768	1.1102	0.13078	0.61108	0.26691	0.5557
SLC17A2	3	0.31306	1.0075	0.1925	0.71868	0.31371	0.57888	0.35566	1.1446	0.1511	0.65249	0.25239	0.55109
IKZF2	3	-0.5779	-1.7295	0.57036	0.95825	0.083725	0.40003	-0.39312	-1.1767	0.7559	0.98718	0.23932	0.54851
ZNF564	3	-1.8721	-3.3727	0.042287	0.35096	0.00074446	0.011713	-1.627	-2.9327	0.070493	0.45565	0.0033599	0.04078
ZNF823	3	-0.6352	-2.2505	0.52246	0.94564	0.024415	0.18894	-0.52882	-1.8737	0.61853	0.97197	0.060976	0.33648
ZNF439	3	-0.33016	-1.597	0.82626	0.99065	0.11027	0.45955	-0.34354	-1.6617	0.81227	0.98895	0.096568	0.43205
PLAG1	3	0.22445	0.72305	0.30242	0.83156	0.46965	0.66915	0.10824	0.34868	0.48908	0.94349	0.72733	0.83923
NDC1	3	-2.0839	-3.3134	0.029231	0.29001	0.0009218	0.013997	-2.248	-3.5699	0.02228	0.26055	0.00035712	0.0063912
TDRD5	3	-0.12224	-1.1472	0.87394	0.99296	0.25129	0.55363	-0.055307	-0.51908	0.76562	0.98718	0.60371	0.76042
DOHH	3	-2.8533	-4.6336	0.0058818	0.11822	3.5941e-06	0.00014909	-2.6977	-4.3835	0.0085108	0.1491	1.1679e-05	0.00039894
UPF1	3	-3.1374	-4.3894	0.0034311	0.091335	1.1366e-05	0.00037676	-2.4694	-3.4894	0.014482	0.20249	0.00048406	0.0082235
THSD8	3	-0.25788	-1.2487	0.9242	0.99604	0.21179	0.54597	-0.43327	-2.0979	0.71157	0.98162	0.035918	0.24134
DNAAF4	3	0.15412	0.54944	0.40883	0.90191	0.5827	0.74209	0.27992	0.99797	0.23175	0.76105	0.31829	0.57573
DNAAF4-CCPG1	6	0.24338	1.4331	0.27818	0.81501	0.15184	0.51454	0.20521	1.2083	0.33419	0.8594	0.22692	0.54594
FGF3	3	-0.10212	-0.52938	0.83981	0.99268	0.59654	0.75127	-0.39951	-2.0708	0.74931	0.98718	0.038373	0.25207
OVOL1	3	-0.31064	-0.8481	0.85238	0.99296	0.39638	0.62251	-0.46447	-1.2678	0.67806	0.97539	0.20487	0.54188
TRPV5	3	-0.016018	-0.08519	0.69517	0.97862	0.93211	0.96385	0.037065	0.19713	0.61042	0.97032	0.84373	0.9099
CREB3L3	3	0.18576	0.76091	0.36071	0.87789	0.44671	0.65431	-0.066578	-0.2727	0.78527	0.98789	0.78509	0.87322
OR51L1	3	-0.027473	-0.084204	0.71504	0.981	0.93289	0.96413	-0.14807	-0.45381	0.91734	0.99668	0.64997	0.79004
POTEE	4	-1.1945	-2.0402	0.18073	0.70588	0.04133	0.26298	-1.0694	-1.8311	0.23906	0.76736	0.067082	0.35637
CFAP100	3	-0.13933	-0.59677	0.90041	0.99489	0.55066	0.72187	-0.26764	-1.1463	0.91079	0.99668	0.25167	0.55095
TYRO3	3	-0.81275	-1.611	0.39168	0.89231	0.10719	0.45422	-0.733	-1.454	0.44862	0.92579	0.14593	0.51078
TLN2	3	-0.56999	-1.607	0.57682	0.95825	0.10805	0.45554	-0.60331	-1.701	0.55236	0.95777	0.088947	0.4174
BUB1B-PAK6	3	-1.0093	-2.3228	0.26887	0.80596	0.02019	0.16525	-0.97004	-2.2326	0.29017	0.82389	0.025574	0.19217
ZNF530	3	0.28638	0.97189	0.2248	0.75963	0.3311	0.58697	0.15227	0.51672	0.41797	0.91368	0.60535	0.76198
ASIP	3	-0.077275	-0.3061	0.80015	0.99031	0.75953	0.85733	0.23302	0.92304	0.29565	0.82921	0.35599	0.59438
ATG2A	3	-0.069036	-0.38314	0.78563	0.98796	0.70161	0.82068	-0.16698	-0.92668	0.94497	0.99732	0.35409	0.59338
FANCD2OS	3	0.27362	1.1442	0.23893	0.7732	0.25252	0.55417	0.16083	0.67256	0.40469	0.90947	0.50123	0.68866
ERCC6	6	-0.54609	-1.2329	0.59781	0.96691	0.21761	0.54907	-0.62567	-1.4123	0.53346	0.9525	0.15786	0.52019
TCERG1L	3	0.042407	0.30615	0.59522	0.96594	0.75949	0.85733	0.2608	1.8828	0.25693	0.79192	0.059723	0.33233
BICC1	3	0.75385	1.3248	0.004545	0.10429	0.18523	0.53592	0.47736	0.8389	0.064076	0.43866	0.40152	0.62265
NYAP1	3	-0.14804	-0.67261	0.91471	0.99594	0.50119	0.69047	-0.22882	-1.0397	0.96484	0.99823	0.2985	0.56632
MRTFA	3	0.46253	1.5037	0.069245	0.45868	0.13267	0.49243	0.15833	0.51472	0.40919	0.9122	0.60675	0.76305
ZC2HC1C	3	-0.47926	-1.3793	0.66211	0.9759	0.16781	0.52674	-0.6203	-1.7845	0.53801	0.95507	0.074346	0.37585
IQCF3	3	0.086019	0.51244	0.52103	0.94529	0.60834	0.75957	0.235	1.4	0.29329	0.82722	0.16152	0.52245
ENSG00000285749	3	0.086019	0.51244	0.52103	0.94529	0.60834	0.75957	0.235	1.4	0.29329	0.82722	0.16152	0.52245
NCR2	3	0.41171	1.3354	0.10253	0.55193	0.18174	0.53428	0.32676	1.0599	0.17953	0.70373	0.28921	0.56307
ZNF852	3	0.19257	1.0327	0.35055	0.87007	0.30174	0.57465	0.13318	0.71421	0.44885	0.92592	0.4751	0.6718
FSD1L	3	0.11512	0.54306	0.47295	0.92985	0.58709	0.74441	0.10308	0.48628	0.49804	0.94703	0.62677	0.77568
PAX6	3	-0.17891	-0.56989	0.96159	0.997	0.56875	0.73309	-0.45155	-1.4376	0.69178	0.97808	0.15055	0.51335
FAM177B	3	-0.037966	-0.35401	0.73362	0.98491	0.72333	0.83457	0.10246	0.95548	0.49862	0.94703	0.33933	0.58512
ADH4	3	0.45845	1.2345	0.071429	0.46558	0.21701	0.54877	0.37583	1.012	0.13198	0.61542	0.31152	0.57174
DNAJB2	3	0.13561	0.79157	0.43944	0.91975	0.42861	0.64362	-0.073991	-0.43189	0.79766	0.98858	0.66582	0.79978
OR52B2	3	0.34165	0.92428	0.16411	0.68254	0.35534	0.59927	0.51547	1.3945	0.046119	0.37884	0.16316	0.52403
GJB5	3	0.47785	1.1852	0.060645	0.42438	0.23593	0.55235	0.50093	1.2425	0.052045	0.4	0.21407	0.54321
ZDHHC11B	3	0.17344	0.85274	0.37875	0.88791	0.3938	0.62097	-0.0043484	-0.021378	0.68047	0.97595	0.98294	0.99155
UCK1	3	-0.024611	-0.15424	0.70987	0.98097	0.87742	0.93149	-0.14074	-0.88201	0.90513	0.99661	0.37777	0.60901
ZPLD1	3	0.13761	0.91459	0.43583	0.91796	0.36041	0.60171	0.24132	1.6038	0.2838	0.81842	0.10875	0.45754
EIF2B5	3	-3.427	-4.3292	0.0022725	0.087948	1.4968e-05	0.00047409	-3.318	-4.2175	0.0027627	0.092643	2.4703e-05	0.0007228
ANO4	3	-0.20709	-1.1511	0.99666	0.9996	0.24968	0.55363	-0.21386	-1.1887	0.98454	0.99901	0.23454	0.54734
COL5A2	3	-0.46318	-2.0697	0.67971	0.9777	0.038479	0.25225	-0.25978	-1.1609	0.92082	0.99668	0.24568	0.54914
TBC1D20	3	-1.1614	-2.4261	0.19481	0.72133	0.015261	0.135	-1.5391	-3.2147	0.084128	0.49168	0.001306	0.01868
APOBR	3	-0.10726	-0.43049	0.8489	0.99296	0.66684	0.7984	0.0047347	0.019005	0.66474	0.97444	0.98484	0.99253
RCBTB1	3	0.32086	1.4327	0.18497	0.71152	0.15195	0.51454	0.20444	0.91287	0.33531	0.85949	0.36131	0.5979
TRIM11	3	0.30671	1.1801	0.20016	0.72813	0.23796	0.55279	0.26977	1.038	0.24454	0.77477	0.29928	0.56654
RO60	3	-0.076731	-0.29036	0.79944	0.99031	0.77154	0.86481	-0.67809	-2.5655	0.48984	0.94385	0.010302	0.098302
ZC3H3	3	-0.58396	-1.6686	0.56523	0.95686	0.095195	0.42737	-0.64957	-1.8559	0.51257	0.94899	0.063461	0.34383
MRC2	3	0.23047	1.0821	0.29494	0.82758	0.27923	0.56485	-0.026958	-0.12656	0.71937	0.98331	0.89929	0.94379
LOC124904542	3	-0.13284	-0.68282	0.89119	0.99448	0.49472	0.68627	-0.033163	-0.17047	0.72926	0.98454	0.86464	0.92226
KIAA1217	3	-0.080118	-0.34836	0.80456	0.99031	0.72757	0.83733	0.044598	0.19395	0.59669	0.96728	0.84621	0.91139
CAMK4	3	-0.017283	-0.090755	0.69753	0.97862	0.92769	0.96135	0.29025	1.5242	0.21905	0.74715	0.12747	0.48734
IDO2	3	0.38196	0.84495	0.12624	0.61096	0.39814	0.62378	0.32566	0.72039	0.18064	0.70455	0.47129	0.66917
FNDC4	3	0.17313	1.0842	0.37947	0.88875	0.27828	0.56425	0.057376	0.35931	0.57357	0.96024	0.71936	0.83448
TIAM1	3	0.0011547	0.0071405	0.6646	0.97594	0.9943	0.99725	0.13476	0.83336	0.44653	0.92467	0.40464	0.62512
GPR50	3	0.67088	1.0446	0.011095	0.17292	0.29623	0.57163	0.71604	1.1149	0.0065502	0.12895	0.26488	0.55544
TICRR	3	-3.1083	-4.6118	0.0034756	0.091335	3.9925e-06	0.0001632	-2.9705	-4.4147	0.0045005	0.10756	1.0116e-05	0.00035527
MEIS3	3	0.17983	1.4202	0.36935	0.88297	0.15556	0.51755	0.012414	0.098037	0.65181	0.97289	0.9219	0.95704
PEAR1	3	0.31531	1.3495	0.19005	0.71632	0.17718	0.53111	-0.022968	-0.098293	0.71286	0.98203	0.9217	0.95693
PRAMEF17	3	0.20091	0.97856	0.33812	0.86229	0.3278	0.5853	0.16079	0.78315	0.40482	0.90959	0.43354	0.64425
PHYHIPL	3	0.31317	1.0111	0.19245	0.71868	0.31198	0.57888	0.34368	1.1096	0.16291	0.6741	0.26717	0.55578
RFX4	3	0.24267	0.9111	0.27903	0.8156	0.36224	0.60289	-0.22062	-0.82826	0.97572	0.99823	0.40752	0.62684
VLDLR	3	-0.093411	-0.60957	0.82546	0.99065	0.54215	0.71662	-0.13451	-0.87774	0.89511	0.99542	0.38008	0.61039
LOC107984227	3	0.42404	0.73698	0.092683	0.52552	0.46113	0.66323	0.72708	1.2637	0.0059264	0.12326	0.20633	0.54188
UMPS	3	-2.9681	-4.7023	0.0047233	0.106	2.5722e-06	0.00011499	-2.9947	-4.7446	0.0043223	0.10498	2.0892e-06	0.00010061
CRB1	3	0.27296	1.0709	0.23964	0.77404	0.28421	0.5672	0.3798	1.4901	0.1282	0.60658	0.1362	0.49974
CPSF4	3	-4.3028	-5.5861	0.0010249	0.080882	2.322e-08	2.5053e-06	-4.8893	-6.3241	0.00071295	0.091362	2.5467e-10	7.1442e-08
ATP5MF-PTCD1	5	-2.7019	-4.8959	0.0081544	0.14398	9.7832e-07	5.1059e-05	-2.985	-5.3671	0.0043668	0.10526	8.0032e-08	6.9314e-06
ZNF726	3	-0.0052132	-0.021359	0.67552	0.9763	0.98296	0.99194	0.31513	1.2912	0.18982	0.71309	0.19664	0.53965
GLTP	3	-0.4844	-1.3715	0.65654	0.97552	0.17022	0.52865	-0.41918	-1.1871	0.72694	0.98397	0.23518	0.5474
OR51A7	3	-0.23421	-0.78931	0.95771	0.99681	0.42993	0.6447	-0.50286	-1.6942	0.64179	0.97289	0.09023	0.4189
TEX51	3	-0.25289	-1.2851	0.93102	0.99604	0.19876	0.54029	-0.22445	-1.1406	0.97023	0.99823	0.25404	0.55198
WASHC1	3	-0.86031	-1.3828	0.35897	0.8768	0.16672	0.52674	-1.0153	-1.631	0.2674	0.80248	0.10288	0.44754
WASH6P	4	-2.7545	-4.4657	0.0071295	0.13147	7.9812e-06	0.00028527	-2.3264	-3.8297	0.018938	0.23442	0.00012828	0.0027453
MGAT3	3	0.59967	1.1303	0.021077	0.24084	0.25834	0.5568	0.62394	1.1761	0.0172	0.22338	0.23956	0.54851
OR9I1	3	0.14554	0.87143	0.423	0.91089	0.38352	0.61441	-0.042885	-0.25678	0.74672	0.98718	0.79735	0.88105
ENSG00000285645	3	0.33879	1.1138	0.16719	0.68743	0.26536	0.55922	0.37701	1.2395	0.13051	0.61072	0.21516	0.54396
FAM221B	6	-0.10084	-0.5799	0.83798	0.99246	0.56198	0.72855	-0.056907	-0.32726	0.76834	0.98718	0.74347	0.84937
ZNF44	3	-0.088811	-0.36803	0.81806	0.99031	0.71285	0.82785	-0.18448	-0.76448	0.97197	0.99823	0.44458	0.65031
OR6C6	3	-0.11102	-0.47171	0.85567	0.99296	0.63713	0.77893	-0.41837	-1.7775	0.72774	0.98397	0.075494	0.37894
SERPINF1	3	-0.10322	-0.46924	0.84204	0.99296	0.6389	0.77997	-0.21181	-0.96286	0.98752	0.99901	0.33562	0.58251
GRK1	3	-0.011347	-0.068301	0.68693	0.97837	0.94555	0.97103	-0.084839	-0.51067	0.8157	0.98905	0.60958	0.76474
